"","FACILITYID","NAME","ADDRESS","CITY","STATE","ZIP","ZIP4","TELEPHONE","TYPE","STATUS","POPULATION","COUNTY","COUNTYFIPS","COUNTRY","NAICS_CODE","NAICS_DESC","SOURCE","SOURCEDATE","VAL_METHOD","VAL_DATE","WEBSITE","SECURELVL","CAPACITY","SHAPE_Leng","GlobalID","CreationDa","Creator","EditDate","Editor","SHAPE_Le_1","SHAPE_Area","intersection","HUC","elevation","elev_units","LONGITUDE","LATITUDE","INDEX_CARCERAL","GEOID","URBAN","REGION"
"4365","10000381","MADISON CORRECTIONAL INSTITUTION","382 SW MCI WAY","MADISON","FL","32340","4430","(850) 973-5300","STATE","OPEN",1259,"MADISON","12079","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30,"IMAGERY/OTHER",2019-12-12,"http://www.dc.state.fl.us/org/facilitydir.html","CLOSE",1189,0.0149668958009,"{F88A80DB-44AE-4DF5-A1DB-979053F1343D}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1833.90042713487,1.3394129723e-05,13200,"031102030906",43.38,"meters",-83.4216116872599,30.4400875122285,4853,120791103021048,"RURAL","SOUTH ATLANTIC"
"4366","10006190","NATRONA COUNTY REGIONAL JUVENILE DETENTION CENTER","1120 BRUCE LANE","CASPER","WY","82601","-999","(307) 235-9234","COUNTY","OPEN",NA,"NATRONA","56025","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.natrona.net/193/Juvenile-Detention-Center",2018-05-10,"IMAGERY/OTHER",2020-03-03,"http://www.natrona.net/193/Juvenile-Detention-Center","JUVENILE",24,0.0045708423121,"{6D4C5772-E40E-4AC8-95E2-92647E4447A8}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",577.356952970923,4.23276989e-07,95685,"101800070805",1603.38,"meters",-106.344383137274,42.8635800827208,4854,560250012001007,"RURAL","MOUNTAIN"
"4367","10000058","LARAMIE COUNTY JAIL","1910 PIONEER AVE","CHEYENNE","WY","82001","-999","(307) 633-4700","COUNTY","OPEN",153,"LARAMIE","56021","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.laramiecounty.com/_officials/Sheriff/index.aspx",2018-05-10,"IMAGERY/OTHER",2020-03-03,"https://www.laramiecounty.com/_officials/Sheriff/index.aspx","NOT AVAILABLE",-999,0.00341818959431,"{A35427C1-80E0-4048-A72F-7C2F17E7A50D}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",430.269433650085,6.1385348e-07,74211,"101900090109",1851.92,"meters",-104.820129169346,41.1347820407559,4855,560210007021034,"URBAN","MOUNTAIN"
"4368","10004846","MARION COUNTY JAIL","202 S. 4TH","MARION","KS","66861","-999","(620) 382-2144","COUNTY","OPEN",13,"MARION","20115","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.marioncoks.net/ElectedOffices/Sheriff/Jail/tabid/7369/Default.aspx",2018-03-12,"IMAGERY/OTHER",2019-12-11,"http://www.marioncoks.net/ElectedOffices/Sheriff/tabid/6048/Default.aspx","NOT AVAILABLE",34,0.00168549663851,"{95C15696-3B90-4CD0-8903-41407FD75FAD}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",214.605887454219,1.51974711e-07,86727,"110702020205",398.64,"meters",-97.0187826960304,38.3470822290426,4856,201154897001028,"RURAL","WEST NORTH CENTRAL"
"4369","10001888","JOHNSON COUNTY DETENTION CENTER","639 FORT ST","BUFFALO","WY","82834","-999","(307) 684-5584","COUNTY","OPEN",NA,"JOHNSON","56019","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.johnsoncountywyoming.org/departments/sheriff/detention/",2018-05-10,"IMAGERY/OTHER",2020-03-03,"http://www.johnsoncountywyoming.org/departments/sheriff/detention/","NOT AVAILABLE",-999,0.00580995755297,"{D3C34278-9083-4E49-A978-01D7BCE6DFEA}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",781.286223092747,6.52815991e-07,78796,"100902060107",1425.78,"meters",-106.708058267251,44.3475442252442,4857,560199552023000,"URBAN","MOUNTAIN"
"4370","10006718","PUEBLO COUNTY WORK RELEASE FACILITY","1600 WEST 24TH STREET","PUEBLO","CO","81003","-999","NOT AVAILABLE","COUNTY","OPEN",NA,"PUEBLO","08101","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.sheriff.co.pueblo.co.us/index.html",2018-02-20,"UNVERIFIED",2019-12-20,"https://www.sheriff.co.pueblo.co.us/index.html","NOT AVAILABLE",80,0.00309728505947,"{AE6F9E02-CCAB-4EA0-9C4E-2BD513FEDB7D}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",376.997449080936,4.18001797e-07,57647,"110200020903",1445.28,"meters",-104.633523850678,38.289537526675,4858,81010003001001,"URBAN","MOUNTAIN"
"4371","10001111","CARBON COUNTY JAIL","1302 E DALEY ST","RAWLINS","WY","82301","-999","(307) 324-2776","COUNTY","OPEN",NA,"CARBON","56007","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.carbonwy.com/1008/Inmate-Information",2018-05-10,"IMAGERY/OTHER",2020-03-03,"http://www.carbonwy.com/1008/Inmate-Information","NOT AVAILABLE",-999,0.00356118913242,"{C86E59EA-3814-49CF-8272-B5FDD333619B}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",451.493340829367,4.49929977e-07,73964,"101800021205",2041.32,"meters",-107.223042103424,41.7954613202193,4860,560079677003036,"URBAN","MOUNTAIN"
"4372","10001899","ALBANY COUNTY DETENTION CENTER","420 IVINSON AVE","LARAMIE","WY","82070","-999","(307) 755-3521","COUNTY","OPEN",NA,"ALBANY","56001","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.co.albany.wy.us/detention-center.aspx",2018-05-10,"IMAGERY/OTHER",2020-03-03,"http://www.co.albany.wy.us/detention-center.aspx","NOT AVAILABLE",-999,0.00166866145702,"{DF6D81D1-D4FF-4446-8CE4-E579F302139A}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",213.0224642083,1.77062949e-07,72748,"101800100603",2184.12,"meters",-105.591259682691,41.3115174786449,4861,560019634001028,"URBAN","MOUNTAIN"
"4373","10003036","SIBLEY COUNTY JAIL","419 HARRISON STREET","GAYLORD","MN","55334","0102","(507) 237-4337","COUNTY","OPEN",11,"SIBLEY","27143","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.co.sibley.mn.us/government/departments/sheriff/jail/index.php",2018-03-23,"IMAGERY/OTHER",2020-01-02,"http://www.co.sibley.mn.us/sheriff/index.php","NOT AVAILABLE",20,0.00169322400006,"{CCCFAA49-5D1C-4993-A10A-4560C444B797}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",236.186400000006,1.25063494e-07,426,"070200120203",310.93,"meters",-94.2202311027908,44.5562095120375,4862,271431703003030,"RURAL","WEST NORTH CENTRAL"
"4374","10006323","MAYO CORRECTIONAL","8784 US HIGHWAY 27 W","MAYO","FL","32066","-999","(386) 294-4500","STATE","OPEN",0,"LAFAYETTE","12067","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.dc.state.fl.us/ci/212.html",2020-05-28,"IMAGERY/OTHER",2019-12-12,"http://www.dc.state.fl.us/org/facilitydir.html","NOT AVAILABLE",1668,0.0157603006746,"{37F52EB1-52BB-485C-AD08-FBB9028F9E3D}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1848.22576281813,1.4920995195e-05,12617,"031102050202",25.33,"meters",-83.3049104271157,30.1327174732587,4864,120679601001068,"RURAL","SOUTH ATLANTIC"
"4375","10001661","ST. MARTIN PARISH CORRECTIONAL (SUB-STATION)","437 W MILLS AVE","BREAUX BRIDGE","LA","70517","-999","(337) 394-2513","COUNTY","OPEN",0,"ST. MARTIN","22099","USA","922140","CORRECTIONAL INSTITUTIONS","https://doc.louisiana.gov/location/st-martin-parish/",2014-06-20,"IMAGERY/OTHER",2019-12-16,"http://www.stmartinsheriff.org/index.php?option=com_content&task=view&id=74&Itemid=68","MAXIMUM",365,0.00541869828964,"{A28434AD-35CA-41C8-9661-BD41EE625E9B}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",641.979543245124,1.537169248e-06,63881,"080801030107",5.84,"meters",-91.916875231672,30.27551376092,4865,220990205043000,"RURAL","WEST SOUTH CENTRAL"
"4376","10001898","PLATTE COUNTY DETENTION CENTER","850 MAPLE ST","WHEATLAND","WY","82201","-999","(307) 322-2335","COUNTY","OPEN",NA,"PLATTE","56031","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.plattecountywyoming.com/departments/detention",2018-05-11,"IMAGERY/OTHER",2020-03-03,"https://www.plattecountywyoming.com/departments/detention","NOT AVAILABLE",92,0.00159833687328,"{2B3873FB-1061-440B-BF28-A8569B22C6F5}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",202.613687963209,1.53284018e-07,72362,"101800110901",1446.23,"meters",-104.952296316296,42.0556010564475,4867,560319594013063,"RURAL","MOUNTAIN"
"4377","10001885","CAMPBELL COUNTY DETENTION CENTER","600 W BOXELDER RD","GILLETTE","WY","82718","-999","(307) 687-6138","COUNTY","OPEN",NA,"CAMPBELL","56005","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ccgov.net/187/Detention-Center",2018-05-10,"IMAGERY/OTHER",2020-03-03,"https://www.ccgov.net/187/Detention-Center","NOT AVAILABLE",-999,0.00671156668276,"{85E84007-EBB2-4DC6-8650-E5BD33B1280E}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",847.806852805416,1.350317128e-06,72384,"101202010501",1402.65,"meters",-105.512640668371,44.2775242954648,4868,560050005003007,"URBAN","MOUNTAIN"
"4378","10001663","ST. MARY PARISH WORK RELEASE FACILITY","9311 UNITED STATES HIGHWAY 90 WEST SOUTH FRONTAGE","CENTERVILLE","LA","70522","-999","(337) 836-9509","COUNTY","OPEN",29,"ST. MARY","22101","USA","922140","CORRECTIONAL INSTITUTIONS","http://doc.louisiana.gov/contact-us/local-facilities",2018-03-16,"IMAGERY/OTHER",2019-12-16,"https://www.stmaryso.com/page.php?id=6","NOT AVAILABLE",46,0.00152415052567,"{40EFA0F4-CD67-4F09-A00E-284600D6D0C5}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",183.882142183678,1.14952888e-07,87129,"080801020903",2.21,"meters",-91.4432886111607,29.7455139680887,4869,221010409002090,"RURAL","WEST SOUTH CENTRAL"
"4379","10001894","CONVERSE COUNTY JAIL","107 N 5TH ST","DOUGLAS","WY","82633","-999","(307) 358-4700","COUNTY","OPEN",NA,"CONVERSE","56009","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.conversecounty.org/339/Divisions",2018-05-10,"IMAGERY/OTHER",2020-03-03,"https://www.conversecounty.org/339/Divisions","NOT AVAILABLE",-999,0.00199647046011,"{B9AD3471-3039-48AF-949A-BEA0F7F5824A}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",262.952311883701,2.15495777e-07,77374,"101800080305",1476.5,"meters",-105.38100329184,42.7599111863451,4870,560099564001053,"URBAN","MOUNTAIN"
"4380","10006189","WYOMING MEDIUM CORRECTIONAL INSTITUTION","7076 ROAD 55F","TORRINGTON","WY","82240","-999","(307) 532-3198","STATE","OPEN",655,"GOSHEN","56015","USA","922140","CORRECTIONAL INSTITUTIONS","http://corrections.wyo.gov/home/institutions/wmci",2015-06-22,"IMAGERY/OTHER",2020-03-03,"http://corrections.wyo.gov/home/institutions/wmci","MAXIMUM",722,0.0126194663542,"{E8F0020F-0B22-43FB-93C9-DE9A691573FD}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1695.32025178702,9.910875084e-06,72774,"101800090503",1283.24,"meters",-104.119054960466,42.0712197003769,4871,560159579002005,"RURAL","MOUNTAIN"
"4381","10005935","ST. MARY LAW ENFORCEMENT CENTER","9311 HWY 90 WEST SOUTH FRONTAGE","CENTERVILLE","LA","70522","-999","(337) 836-9509","COUNTY","OPEN",195,"ST. MARY","22101","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.stmaryso.com/, http://doc.louisiana.gov/contact-us/local-facilities",2018-03-16,"IMAGERY/OTHER",2019-12-16,"https://www.stmaryso.com/page.php?id=6","NOT AVAILABLE",481,0.00485646739084,"{37D9D401-01A1-40C7-8089-622E397937D3}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",589.718199980305,1.3923118e-06,87129,"080801020903",2.4,"meters",-91.4426342275936,29.7453715689634,4872,221010409002090,"RURAL","WEST SOUTH CENTRAL"
"4382","10004749","ST. HELENA PARISH JAIL","387 SITMAN STREET","GREENSBURG","LA","70441","-999","(888) 200-4905","COUNTY","OPEN",41,"ST. HELENA","22091","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.sthelenaso.org/Divisions/Detention/Facility/tabid/65/Default.aspx",2017-09-29,"IMAGERY/OTHER",2019-12-16,"http://www.sthelenaso.org/Divisions/Detention/Facility/tabid/65/Default.aspx","NOT AVAILABLE",56,0.00243346212647,"{BD966970-36A5-40BC-8F8E-A6C05632A143}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",289.023717920169,2.05805795e-07,60205,"080702030105",67.24,"meters",-90.6671951514458,30.8290972843395,4873,220919511002038,"RURAL","WEST SOUTH CENTRAL"
"4383","10001900","SWEETWATER COUNTY DETENTION CENTER","50140 US HWY 191 S","ROCK SPRINGS","WY","82901","-999","(307) 352-4900","COUNTY","OPEN",94,"SWEETWATER","56037","USA","922140","CORRECTIONAL INSTITUTIONS","https://sweetwater911.org/apps/jailroster/?page=contact",2018-05-11,"IMAGERY/OTHER",2020-03-03,"https://www.sweet.wy.us/departments/sheriff/detention.php","NOT AVAILABLE",200,0.00443303294527,"{A281693A-9FE2-474E-92F2-6C5E9A5EF9F5}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",556.025646899453,8.89671695e-07,30045,"140401050906",1908.44,"meters",-109.301533188655,41.5372055434403,4874,560379706011016,"RURAL","MOUNTAIN"
"4384","10000430","PUTNAM CORRECTIONAL INSTITUTION","128 YELVINGTON RD","EAST PALATKA","FL","32131","2100","(386) 326-6800","STATE","OPEN",449,"PUTNAM","12107","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30,"IMAGERY/OTHER",2019-12-12,"http://www.dc.state.fl.us/org/facilitydir.html","MEDIUM",458,0.00694466149643,"{0AD38842-C52B-4E84-A6BA-185FDF2B72B1}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",836.2159081557,2.986199854e-06,10715,"030801030404",3.44,"meters",-81.5877859185028,29.6461700755881,4875,121079510001049,"RURAL","SOUTH ATLANTIC"
"4385","10000418","RECEPTION AND MEDICAL CENTER (RMC)","7765 S COUNTY RD 231","LAKE BUTLER","FL","32054","0628","(386) 496-6000","STATE","OPEN",1614,"UNION","12125","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30,"IMAGERY/OTHER",2019-12-12,"http://www.dc.state.fl.us/org/facilitydir.html","CLOSE",1503,0.0177137582826,"{CB336D6D-26D4-4B61-9F2D-7831AA9BD47D}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",2143.94981535999,1.7797567415e-05,88637,"031102060207",35.92,"meters",-82.3591838141263,29.9896555599025,4876,121259602023011,"RURAL","SOUTH ATLANTIC"
"4386","10000419","RECEPTION AND MEDICAL CENTER, WEST UNIT","8183 SW 152ND LOOP","LAKE BUTLER","FL","32054","0628","(386) 496-6002","STATE","OPEN",1225,"UNION","12125","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30,"IMAGERY/OTHER",2019-12-12,"http://www.dc.state.fl.us/org/facilitydir.html","CLOSE",1148,0.0134881251898,"{7122424A-AC82-46AF-BA53-D320C4ACE333}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1644.98319554265,1.1574716766e-05,88577,"031102060208",38.84,"meters",-82.367713134456,29.9918721302653,4877,121259602023023,"RURAL","SOUTH ATLANTIC"
"4387","10006206","SUWANNEE CORRECTIONAL INSTITUTION","5964 U.S. HIGHWAY 90","LIVE OAK","FL","32060","-999","(386) 963-6530","STATE","OPEN",987,"SUWANNEE","12121","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30,"IMAGERY/OTHER",2019-12-12,"http://www.dc.state.fl.us/org/facilitydir.html","CLOSE",1502,0.0172833554065,"{DDAFBAD2-803C-4FF4-9266-FDA89CA8CAE0}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",2008.02919407322,1.4969681411e-05,13191,"031102010803",58.67,"meters",-82.8655762009403,30.2377928262939,4878,121219705022002,"RURAL","SOUTH ATLANTIC"
"4388","10001893","NATRONA COUNTY JAIL","1100 BRUCE LANE","CASPER","WY","82601","-999","(307) 235-9524","COUNTY","OPEN",294,"NATRONA","56025","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.natrona.net/121/Detention-Center",2018-05-10,"IMAGERY/OTHER",2020-03-03,"http://www.natrona.net/121/Detention-Center","NOT AVAILABLE",476,0.0052427776308,"{40182AC7-05FF-4DFA-901C-05FFB87D0325}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",672.128751810367,1.375038412e-06,95685,"101800070805",1601.24,"meters",-106.34541880083,42.8630279671229,4879,560250012001007,"RURAL","MOUNTAIN"
"4389","10001110","NIOBRARA COUNTY DETENTION CENTER","416 S ELM ST","LUSK","WY","82225","-999","(307) 334-2240","COUNTY","OPEN",NA,"NIOBRARA","56027","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.aclu-wy.org/sites/default/files/field_documents/2013_incarceration_wyoming_1.pdf",2018-05-11,"IMAGERY/OTHER",2020-03-03,"NOT AVAILABLE","NOT AVAILABLE",-999,0.00137695904571,"{B24C3BE7-2731-408B-BE99-9C7C3F91B0AA}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",175.580860705609,1.05120465e-07,72573,"101500020205",1531.48,"meters",-104.451204830458,42.7604940292761,4880,560279572002324,"RURAL","MOUNTAIN"
"4390","10001883","PARK COUNTY DETENTION CENTER","1402 RIVER VIEW DR","CODY","WY","82414","-999","(307) 527-8750","COUNTY","OPEN",NA,"PARK","56029","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.parkcountysheriff.net/index.htm",2018-05-11,"IMAGERY/OTHER",2020-03-03,"http://www.parkcountysheriff.net/index.htm","NOT AVAILABLE",106,0.00421598692848,"{0095DEB9-91D1-49E7-A870-6D55A25C3C43}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",545.346027463611,5.69919443e-07,54952,"100800140106",1498.81,"meters",-109.059958203946,44.5332391216942,4881,560299654021021,"URBAN","MOUNTAIN"
"4391","10001895","SUBLETTE COUNTY DETENTION CENTER","35 1/2 S TYLER AVE","PINEDALE","WY","82941","-999","(307) 367-4378","COUNTY","OPEN",NA,"SUBLETTE","56035","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.sublettewyo.com/index.aspx?NID=139",2018-05-11,"IMAGERY/OTHER",2020-03-03,"NOT AVAILABLE","NOT AVAILABLE",52,0.00371681994081,"{9811D51E-91A6-4CFF-BA06-7E0D6DB7903E}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",468.57551268432,3.83069877e-07,77779,"140401020103",2188.03,"meters",-109.860585754645,42.8660273166234,4882,560350001042067,"RURAL","MOUNTAIN"
"4392","10001887","TETON COUNTY DETENTION CENTER","175 S WILLOW ST","JACKSON","WY","83001","-999","(307) 733-2141","COUNTY","OPEN",10,"TETON","56039","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.tetonsheriff.org/",2018-05-11,"IMAGERY/OTHER",2020-03-03,"http://www.tetonsheriff.org/","MAXIMUM",45,0.00102081739039,"{9851DC82-0DAF-44E4-B677-85FEA684516E}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",136.232632200062,6.4954363e-08,73275,"170401030105",1905.16,"meters",-110.759369415559,43.4779466335822,4883,560399678011000,"URBAN","MOUNTAIN"
"4393","10001889","WASHAKIE COUNTY JAIL","100 N 10TH ST","WORLAND","WY","82401","-999","NOT AVAILABLE","COUNTY","OPEN",NA,"WASHAKIE","56043","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.washakiecounty.net/sheriff",2020-03-03,"IMAGERY/OTHER",2020-03-03,"NOT AVAILABLE","NOT AVAILABLE",-999,0.00253838854674,"{7A286171-E549-45C1-8266-B7AA1681A494}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",332.643245310039,2.60567374e-07,95818,"100800071202",1238.42,"meters",-107.955196675815,44.0174771512157,4884,560430003013036,"URBAN","MOUNTAIN"
"4394","10003172","RENSSELAER COUNTY JAIL","4000 MAIN ST","TROY","NY","12180","-999","(518) 266-1900","COUNTY","OPEN",300,"RENSSELAER","36083","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.rensco.com/departments/sheriff/bureau-of-corrections/",2018-04-10,"IMAGERY/OTHER",2020-02-13,"http://www.rensco.com/departments/sheriff/bureau-of-corrections/","NOT AVAILABLE",473,0.00831054602575,"{48A4B90E-FEAD-4726-95A1-A6B0C3C9C9EC}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1088.23620333008,4.359523349e-06,70285,"020200060302",7.62,"meters",-73.7006841946288,42.7100612968944,4885,360830410002012,"URBAN","MID ATLANTIC"
"4395","10000444","TOMOKA CORRECTIONAL INSTITUTION","3950 TIGER BAY RD","DAYTONA BEACH","FL","32124","1098","(386) 323-1070","STATE","OPEN",1225,"VOLUSIA","12127","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30,"IMAGERY/OTHER",2019-12-12,"http://www.dc.state.fl.us/org/facilitydir.html","CLOSE",1263,0.0165304209967,"{3392DEF0-6BFD-49F2-8E27-51210D605090}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1990.01365574572,1.5887214845e-05,13527,"030802010201",12.29,"meters",-81.1572681288435,29.1515709391731,4887,121270832061043,"RURAL","SOUTH ATLANTIC"
"4396","10000055","WYOMING HONOR FARM","40 HONOR FARM RD","RIVERTON","WY","82501","9411","(307) 856-9578","STATE","OPEN",271,"FREMONT","56013","USA","922140","CORRECTIONAL INSTITUTIONS","http://corrections.wyo.gov/home/institutions/whf",2016-08-02,"IMAGERY/OTHER",2020-03-03,"http://corrections.wyo.gov/home/institutions/whf","MINIMUM",283,0.0262290406906,"{4DFA073E-5828-422D-93DA-0BA62D166758}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",3432.9253067474,2.5739080582e-05,72792,"100800011005",1501.51,"meters",-108.369896122692,43.0594273691138,4888,560139403023021,"RURAL","MOUNTAIN"
"4397","10000057","WYOMING STATE PENITENTIARY","2900 S HIGLEY RD","RAWLINS","WY","82301","0400","(307) 328-1441","STATE","OPEN",678,"CARBON","56007","USA","922140","CORRECTIONAL INSTITUTIONS","http://corrections.wyo.gov/home/institutions/wsp",2016-08-05,"IMAGERY/OTHER",2020-03-03,"http://corrections.wyo.gov/home/institutions/wsp","MAXIMUM",820,0.0357132638195,"{0ECF0A3F-6BF3-44DB-8C48-4800F94AE0CA}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",4347.82604902629,2.8051161759e-05,73962,"101800021202",2049.32,"meters",-107.213795084618,41.7624628404328,4889,560079676002029,"RURAL","MOUNTAIN"
"4398","10006780","TERREBONNE PARISH JUVENILE JUSTICE COMPLEX","180 GOVERNMENT STREET","GRAY","LA","70359","-999","(985) 853-1201","COUNTY","OPEN",NA,"TERREBONNE","22109","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.tpcg.org/index.php?f=juvenile",2018-03-16,"IMAGERY/OTHER",2019-12-16,"http://www.tpcg.org/index.php?f=juvenile","JUVENILE",-999,0.00305701751343,"{93EF944E-BF68-448F-98CF-631E1E0E969B}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",355.020800582708,4.10960571e-07,87209,"080903020501",2.91,"meters",-90.7821376584172,29.6888034891258,4890,221090001062004,"URBAN","WEST SOUTH CENTRAL"
"4399","10006675","CASPER REENTRY CENTER","10007 LANDMARK LANE","CASPER","WY","82604","-999","(307) 268-4840","MULTI","OPEN",249,"NATRONA","56025","USA","922140","CORRECTIONAL INSTITUTIONS","http://corrections.wyo.gov/home/services-and-programs/adult-community-corrections",2017-08-03,"IMAGERY/OTHER",2020-03-03,"https://www.geogroup.com/FacilityDetail/FacilityID/243","MEDIUM",342,0.00508940235439,"{C1D3D277-64AA-4CAE-9D56-0195CAA99434}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",644.66361506599,1.333249084e-06,95128,"101800070604",1614.62,"meters",-106.490480501363,42.8924722709715,4891,560250018022173,"RURAL","MOUNTAIN"
"4400","10005642","WYOMING BOYS SCHOOL","1550 UNITED STATES HIGHWAY 20 SOUTH","WORLAND","WY","82401","-999","(307) 347-6144","STATE","OPEN",72,"WASHAKIE","56043","USA","922140","CORRECTIONAL INSTITUTIONS","https://dfs.wyo.gov/services/juvenile-services/",2016-04-14,"IMAGERY/OTHER",2020-03-03,"https://dfs.wyo.gov/services/juvenile-services/","JUVENILE",100,0.0214958736499,"{1A6BA955-BD3F-4EA7-AED8-2D2260E910B6}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",2646.8980313206,1.8312231497e-05,75559,"100800071106",1257.75,"meters",-108.020552354297,43.9564692355948,4892,560430002001155,"RURAL","MOUNTAIN"
"4401","10005640","WYOMING GIRLS SCHOOL","3500 BIG HORN AVENUE","SHERIDAN","WY","82801","-999","(307) 674-7476","STATE","OPEN",38,"SHERIDAN","56033","USA","922140","CORRECTIONAL INSTITUTIONS","https://dfs.wyo.gov/services/juvenile-services/",2015-06-23,"IMAGERY/OTHER",2020-03-03,"https://dfs.wyo.gov/services/juvenile-services/","JUVENILE",65,0.0169703187273,"{21CB4DED-9002-4E7C-9FB4-E3C8B3287986}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",2197.3949249617,1.4012350666e-05,78535,"100901010107",1205.12,"meters",-106.96806417667,44.7618315346738,4893,560330006003060,"URBAN","MOUNTAIN"
"4402","10006207","SUWANNEE CORRECTIONAL INSTITUTION ANNEX","5964 U.S. HIGHWAY 90","LIVE OAK","FL","32060","-999","(386) 963-6201","STATE","OPEN",986,"SUWANNEE","12121","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30,"IMAGERY/OTHER",2019-12-12,"http://www.dc.state.fl.us/org/facilitydir.html","CLOSE",1346,0.0173748774579,"{B881F140-AF2C-4A37-AF21-31097BA778BC}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",2020.24557356662,1.5302852652e-05,13191,"031102010803",59.16,"meters",-82.8655937982705,30.2352279021769,4894,121219705022002,"RURAL","SOUTH ATLANTIC"
